customer_id,response
CS1112,0
CS1113,0
CS1114,1
CS1115,1
CS1116,1
CS1117,0
CS1118,1
CS1119,0
CS1120,0
CS1121,0
CS1122,0
CS1123,0
CS1124,0
CS1125,0
CS1126,0
CS1127,0
CS1128,0
CS1129,0
CS1130,0
CS1131,0
CS1132,0
CS1133,0
CS1134,0
CS1135,1
CS1136,0
CS1137,0
CS1138,0
CS1139,0
CS1140,0
CS1141,1
CS1142,1
CS1143,1
CS1144,0
CS1145,1
CS1146,0
CS1147,0
CS1148,1
CS1149,0
CS1150,0
CS1151,0
CS1152,0
CS1153,0
CS1154,0
CS1155,0
CS1156,0
CS1157,0
CS1158,0
CS1159,0
CS1160,1
CS1161,0
CS1162,0
CS1163,0
CS1164,0
CS1165,0
CS1166,0
CS1167,1
CS1168,0
CS1169,0
CS1170,0
CS1171,0
CS1172,1
CS1173,1
CS1174,0
CS1175,0
CS1176,0
CS1177,0
CS1178,0
CS1179,0
CS1180,0
CS1181,0
CS1182,1
CS1183,0
CS1184,0
CS1185,0
CS1186,0
CS1187,0
CS1188,0
CS1189,0
CS1190,0
CS1191,1
CS1192,0
CS1193,0
CS1194,0
CS1195,0
CS1196,0
CS1197,0
CS1198,0
CS1199,0
CS1200,0
CS1201,0
CS1202,0
CS1203,1
CS1204,0
CS1205,0
CS1206,0
CS1207,0
CS1208,0
CS1209,0
CS1210,0
CS1211,0
CS1212,0
CS1213,0
CS1214,0
CS1215,0
CS1216,0
CS1217,0
CS1218,0
CS1219,0
CS1220,0
CS1221,0
CS1222,0
CS1223,0
CS1224,0
CS1225,0
CS1226,0
CS1227,0
CS1228,0
CS1229,0
CS1230,0
CS1231,0
CS1232,0
CS1233,1
CS1234,0
CS1235,1
CS1236,0
CS1237,0
CS1238,0
CS1239,0
CS1240,0
CS1241,0
CS1242,0
CS1243,0
CS1244,0
CS1245,0
CS1246,0
CS1247,1
CS1248,0
CS1249,0
CS1250,0
CS1251,0
CS1252,0
CS1253,1
CS1254,0
CS1255,0
CS1256,0
CS1257,0
CS1258,0
CS1259,1
CS1260,0
CS1261,0
CS1262,0
CS1263,0
CS1264,0
CS1265,0
CS1266,0
CS1267,0
CS1268,0
CS1269,0
CS1270,0
CS1271,0
CS1272,0
CS1273,0
CS1274,0
CS1275,0
CS1276,0
CS1277,0
CS1278,0
CS1279,0
CS1280,0
CS1281,0
CS1282,0
CS1283,0
CS1284,0
CS1285,0
CS1286,1
CS1287,0
CS1288,0
CS1289,0
CS1290,0
CS1291,0
CS1292,0
CS1293,1
CS1294,0
CS1295,0
CS1296,0
CS1297,0
CS1298,0
CS1299,1
CS1300,0
CS1301,0
CS1302,0
CS1303,1
CS1304,0
CS1305,0
CS1306,0
CS1307,0
CS1308,0
CS1309,0
CS1310,1
CS1311,0
CS1312,1
CS1313,0
CS1314,0
CS1315,0
CS1316,0
CS1317,0
CS1318,0
CS1319,0
CS1320,0
CS1321,0
CS1322,0
CS1323,0
CS1324,1
CS1325,0
CS1326,0
CS1327,0
CS1328,0
CS1329,0
CS1330,0
CS1331,0
CS1332,0
CS1333,0
CS1334,0
CS1335,0
CS1336,0
CS1337,0
CS1338,0
CS1339,0
CS1340,0
CS1341,0
CS1342,0
CS1343,0
CS1344,1
CS1345,0
CS1346,0
CS1347,0
CS1348,0
CS1349,0
CS1350,1
CS1351,0
CS1352,0
CS1353,0
CS1354,0
CS1355,1
CS1356,0
CS1357,0
CS1358,0
CS1359,0
CS1360,0
CS1361,0
CS1362,0
CS1363,0
CS1364,0
CS1365,0
CS1366,0
CS1367,0
CS1368,0
CS1369,0
CS1370,1
CS1371,0
CS1372,1
CS1373,0
CS1374,0
CS1375,0
CS1376,0
CS1377,0
CS1378,0
CS1379,0
CS1380,0
CS1381,0
CS1382,0
CS1383,0
CS1384,0
CS1385,1
CS1386,0
CS1387,0
CS1388,0
CS1389,0
CS1390,0
CS1391,0
CS1392,0
CS1393,1
CS1394,0
CS1395,0
CS1396,0
CS1397,0
CS1398,1
CS1399,1
CS1400,1
CS1401,0
CS1402,0
CS1403,1
CS1404,0
CS1405,0
CS1406,0
CS1407,1
CS1408,0
CS1409,0
CS1410,0
CS1411,0
CS1412,1
CS1413,0
CS1414,0
CS1415,0
CS1416,0
CS1417,0
CS1418,0
CS1419,0
CS1420,1
CS1421,0
CS1422,0
CS1423,0
CS1424,0
CS1425,0
CS1426,0
CS1427,0
CS1428,1
CS1429,0
CS1430,0
CS1431,0
CS1432,0
CS1433,0
CS1434,0
CS1435,0
CS1436,0
CS1437,0
CS1438,0
CS1439,0
CS1440,0
CS1441,0
CS1442,0
CS1443,1
CS1444,0
CS1445,0
CS1446,0
CS1447,0
CS1448,0
CS1449,0
CS1450,0
CS1451,0
CS1452,0
CS1453,0
CS1454,0
CS1455,0
CS1456,0
CS1457,0
CS1458,0
CS1459,1
CS1460,0
CS1461,0
CS1462,1
CS1463,0
CS1464,0
CS1465,0
CS1466,0
CS1467,0
CS1468,0
CS1469,0
CS1470,0
CS1471,0
CS1472,0
CS1473,1
CS1474,0
CS1475,0
CS1476,0
CS1477,0
CS1478,0
CS1479,0
CS1480,0
CS1481,0
CS1482,0
CS1483,0
CS1484,0
CS1485,0
CS1486,0
CS1487,0
CS1488,0
CS1489,0
CS1490,0
CS1491,0
CS1492,0
CS1493,0
CS1494,0
CS1495,0
CS1496,0
CS1497,0
CS1498,0
CS1499,0
CS1500,0
CS1501,0
CS1502,0
CS1503,0
CS1504,0
CS1505,0
CS1506,0
CS1507,0
CS1508,0
CS1509,0
CS1510,0
CS1511,0
CS1512,0
CS1513,0
CS1514,0
CS1515,0
CS1516,0
CS1517,0
CS1518,0
CS1519,0
CS1520,0
CS1521,0
CS1522,0
CS1523,0
CS1524,0
CS1525,0
CS1526,0
CS1527,0
CS1528,0
CS1529,0
CS1530,0
CS1531,0
CS1532,0
CS1533,0
CS1534,0
CS1535,0
CS1536,0
CS1537,0
CS1538,0
CS1539,1
CS1540,0
CS1541,1
CS1542,0
CS1543,0
CS1544,1
CS1545,0
CS1546,0
CS1547,0
CS1548,0
CS1549,0
CS1550,0
CS1551,0
CS1552,0
CS1553,1
CS1554,0
CS1555,0
CS1556,0
CS1557,0
CS1558,0
CS1559,0
CS1560,0
CS1561,0
CS1562,0
CS1563,0
CS1564,0
CS1565,0
CS1566,1
CS1567,1
CS1568,0
CS1569,0
CS1570,0
CS1571,0
CS1572,0
CS1573,0
CS1574,0
CS1575,0
CS1576,0
CS1577,0
CS1578,0
CS1579,0
CS1580,1
CS1581,0
CS1582,1
CS1583,0
CS1584,0
CS1585,0
CS1586,0
CS1587,0
CS1588,0
CS1589,0
CS1590,0
CS1591,0
CS1592,0
CS1593,0
CS1594,0
CS1595,0
CS1596,0
CS1597,0
CS1598,0
CS1599,0
CS1600,0
CS1601,0
CS1602,0
CS1603,0
CS1604,0
CS1605,0
CS1606,0
CS1607,0
CS1608,0
CS1609,0
CS1610,0
CS1611,0
CS1612,0
CS1613,0
CS1614,0
CS1615,1
CS1616,0
CS1617,0
CS1618,0
CS1619,1
CS1620,0
CS1621,0
CS1622,1
CS1623,0
CS1624,0
CS1625,0
CS1626,0
CS1627,0
CS1628,0
CS1629,0
CS1630,0
CS1631,0
CS1632,0
CS1633,0
CS1634,0
CS1635,1
CS1636,0
CS1637,0
CS1638,0
CS1639,0
CS1640,0
CS1641,0
CS1642,0
CS1643,0
CS1644,0
CS1645,0
CS1646,0
CS1647,0
CS1648,0
CS1649,0
CS1650,1
CS1651,0
CS1652,0
CS1653,1
CS1654,0
CS1655,0
CS1656,0
CS1657,0
CS1658,0
CS1659,0
CS1660,0
CS1661,1
CS1662,0
CS1663,1
CS1664,0
CS1665,0
CS1666,0
CS1667,0
CS1668,0
CS1669,1
CS1670,0
CS1671,1
CS1672,0
CS1673,0
CS1674,0
CS1675,0
CS1676,1
CS1677,1
CS1678,0
CS1679,0
CS1680,0
CS1681,0
CS1682,0
CS1683,0
CS1684,0
CS1685,0
CS1686,0
CS1687,0
CS1688,0
CS1689,1
CS1690,0
CS1691,1
CS1692,0
CS1693,0
CS1694,0
CS1695,0
CS1696,1
CS1697,0
CS1698,0
CS1699,0
CS1700,0
CS1701,0
CS1702,0
CS1703,1
CS1704,0
CS1705,1
CS1706,0
CS1707,0
CS1708,1
CS1709,1
CS1710,0
CS1711,0
CS1712,0
CS1713,0
CS1714,0
CS1715,0
CS1716,0
CS1717,0
CS1718,0
CS1719,0
CS1720,0
CS1721,0
CS1722,0
CS1723,0
CS1724,0
CS1725,0
CS1726,0
CS1727,0
CS1728,0
CS1729,0
CS1730,0
CS1731,0
CS1732,0
CS1733,0
CS1734,0
CS1735,0
CS1736,1
CS1737,0
CS1738,0
CS1739,0
CS1740,1
CS1741,0
CS1742,1
CS1743,0
CS1744,0
CS1745,0
CS1746,1
CS1747,0
CS1748,0
CS1749,0
CS1750,0
CS1751,0
CS1752,0
CS1753,0
CS1754,0
CS1755,0
CS1756,0
CS1757,1
CS1758,0
CS1759,1
CS1760,1
CS1761,0
CS1762,0
CS1763,0
CS1764,1
CS1765,0
CS1766,0
CS1767,0
CS1768,1
CS1769,0
CS1770,0
CS1771,0
CS1772,1
CS1773,0
CS1774,0
CS1775,0
CS1776,0
CS1777,0
CS1778,0
CS1779,0
CS1780,0
CS1781,0
CS1782,0
CS1783,0
CS1784,0
CS1785,1
CS1786,0
CS1787,0
CS1788,0
CS1789,0
CS1790,0
CS1791,0
CS1792,0
CS1793,0
CS1794,0
CS1795,0
CS1796,0
CS1797,0
CS1798,0
CS1799,0
CS1800,0
CS1801,0
CS1802,0
CS1803,1
CS1804,0
CS1805,1
CS1806,0
CS1807,0
CS1808,0
CS1809,0
CS1810,0
CS1811,0
CS1812,0
CS1813,0
CS1814,0
CS1815,0
CS1816,0
CS1817,0
CS1818,0
CS1819,0
CS1820,0
CS1821,0
CS1822,0
CS1823,0
CS1824,0
CS1825,0
CS1826,1
CS1827,0
CS1828,0
CS1829,0
CS1830,0
CS1831,0
CS1832,1
CS1833,0
CS1834,0
CS1835,0
CS1836,0
CS1837,0
CS1838,0
CS1839,1
CS1840,0
CS1841,0
CS1842,0
CS1843,0
CS1844,0
CS1845,0
CS1846,0
CS1847,0
CS1848,0
CS1849,0
CS1850,0
CS1851,0
CS1852,0
CS1853,0
CS1854,0
CS1855,0
CS1856,0
CS1857,0
CS1858,0
CS1859,0
CS1860,0
CS1861,0
CS1862,0
CS1863,0
CS1864,0
CS1865,1
CS1866,0
CS1867,0
CS1868,0
CS1869,0
CS1870,1
CS1871,0
CS1872,0
CS1873,0
CS1874,0
CS1875,0
CS1876,0
CS1877,0
CS1878,1
CS1879,0
CS1880,0
CS1881,1
CS1882,0
CS1883,0
CS1884,0
CS1885,0
CS1886,0
CS1887,0
CS1888,0
CS1889,0
CS1890,0
CS1891,0
CS1892,0
CS1893,0
CS1894,0
CS1895,1
CS1896,0
CS1897,0
CS1898,0
CS1899,0
CS1900,1
CS1901,0
CS1902,0
CS1903,0
CS1904,0
CS1905,1
CS1906,0
CS1907,1
CS1908,0
CS1909,0
CS1910,0
CS1911,0
CS1912,0
CS1913,0
CS1914,1
CS1915,0
CS1916,0
CS1917,0
CS1918,0
CS1919,1
CS1920,0
CS1921,0
CS1922,0
CS1923,1
CS1924,0
CS1925,0
CS1926,0
CS1927,0
CS1928,0
CS1929,0
CS1930,0
CS1931,0
CS1932,0
CS1933,0
CS1934,0
CS1935,0
CS1936,0
CS1937,0
CS1938,0
CS1939,0
CS1940,0
CS1941,0
CS1942,0
CS1943,0
CS1944,0
CS1945,1
CS1946,0
CS1947,0
CS1948,0
CS1949,0
CS1950,0
CS1951,0
CS1952,0
CS1953,0
CS1954,0
CS1955,0
CS1956,0
CS1957,0
CS1958,1
CS1959,1
CS1960,0
CS1961,0
CS1962,0
CS1963,0
CS1964,1
CS1965,0
CS1966,0
CS1967,0
CS1968,0
CS1969,0
CS1970,0
CS1971,0
CS1972,0
CS1973,0
CS1974,0
CS1975,0
CS1976,0
CS1977,0
CS1978,0
CS1979,0
CS1980,0
CS1981,0
CS1982,0
CS1983,0
CS1984,0
CS1985,0
CS1986,0
CS1987,0
CS1988,0
CS1989,1
CS1990,0
CS1991,0
CS1992,1
CS1993,0
CS1994,0
CS1995,1
CS1996,1
CS1997,0
CS1998,0
CS1999,0
CS2000,0
CS2001,0
CS2002,1
CS2003,0
CS2004,0
CS2005,0
CS2006,0
CS2007,0
CS2008,1
CS2009,0
CS2010,0
CS2011,0
CS2012,0
CS2013,0
CS2014,0
CS2015,0
CS2016,0
CS2017,0
CS2018,0
CS2019,0
CS2020,0
CS2021,0
CS2022,0
CS2023,0
CS2024,0
CS2025,0
CS2026,1
CS2027,0
CS2028,0
CS2029,0
CS2030,0
CS2031,0
CS2032,0
CS2033,0
CS2034,0
CS2035,0
CS2036,0
CS2037,0
CS2038,0
CS2039,1
CS2040,0
CS2041,0
CS2042,0
CS2043,0
CS2044,0
CS2045,0
CS2046,0
CS2047,0
CS2048,0
CS2049,0
CS2050,0
CS2051,0
CS2052,0
CS2053,1
CS2054,0
CS2055,0
CS2056,0
CS2057,0
CS2058,0
CS2059,0
CS2060,0
CS2061,0
CS2062,0
CS2063,1
CS2064,1
CS2065,0
CS2066,0
CS2067,0
CS2068,0
CS2069,0
CS2070,0
CS2071,0
CS2072,0
CS2073,0
CS2074,0
CS2075,0
CS2076,0
CS2077,0
CS2078,0
CS2079,0
CS2080,1
CS2081,0
CS2082,0
CS2083,0
CS2084,0
CS2085,1
CS2086,0
CS2087,0
CS2088,0
CS2089,0
CS2090,0
CS2091,0
CS2092,0
CS2093,0
CS2094,0
CS2095,0
CS2096,0
CS2097,0
CS2098,0
CS2099,0
CS2100,0
CS2101,1
CS2102,1
CS2103,0
CS2104,0
CS2105,0
CS2106,0
CS2107,0
CS2108,0
CS2109,0
CS2110,0
CS2111,0
CS2112,0
CS2113,1
CS2114,0
CS2115,0
CS2116,0
CS2117,0
CS2118,0
CS2119,0
CS2120,0
CS2121,0
CS2122,0
CS2123,0
CS2124,0
CS2125,0
CS2126,0
CS2127,0
CS2128,0
CS2129,0
CS2130,1
CS2131,0
CS2132,1
CS2133,0
CS2134,0
CS2135,0
CS2136,0
CS2137,0
CS2138,0
CS2139,0
CS2140,0
CS2141,0
CS2142,0
CS2143,0
CS2144,0
CS2145,0
CS2146,0
CS2147,0
CS2148,1
CS2149,0
CS2150,0
CS2151,0
CS2152,0
CS2153,0
CS2154,0
CS2155,0
CS2156,0
CS2157,0
CS2158,0
CS2159,0
CS2160,0
CS2161,1
CS2162,0
CS2163,1
CS2164,0
CS2165,0
CS2166,0
CS2167,0
CS2168,0
CS2169,0
CS2170,0
CS2171,0
CS2172,0
CS2173,0
CS2174,0
CS2175,1
CS2176,0
CS2177,1
CS2178,0
CS2179,0
CS2180,0
CS2181,0
CS2182,1
CS2183,0
CS2184,0
CS2185,0
CS2186,0
CS2187,0
CS2188,0
CS2189,0
CS2190,1
CS2191,0
CS2192,0
CS2193,0
CS2194,0
CS2195,0
CS2196,0
CS2197,0
CS2198,0
CS2199,0
CS2200,0
CS2201,0
CS2202,0
CS2203,0
CS2204,0
CS2205,0
CS2206,0
CS2207,0
CS2208,0
CS2209,0
CS2210,0
CS2211,0
CS2212,0
CS2213,0
CS2214,0
CS2215,0
CS2216,1
CS2217,0
CS2218,0
CS2219,0
CS2220,0
CS2221,0
CS2222,0
CS2223,0
CS2224,0
CS2225,0
CS2226,0
CS2227,1
CS2228,0
CS2229,1
CS2230,0
CS2231,0
CS2232,0
CS2233,0
CS2234,0
CS2235,0
CS2236,0
CS2237,0
CS2238,0
CS2239,0
CS2240,0
CS2241,0
CS2242,0
CS2243,0
CS2244,1
CS2245,0
CS2246,0
CS2247,1
CS2248,0
CS2249,0
CS2250,0
CS2251,0
CS2252,0
CS2253,0
CS2254,1
CS2255,0
CS2256,0
CS2257,0
CS2258,1
CS2259,1
CS2260,0
CS2261,0
CS2262,0
CS2263,0
CS2264,0
CS2265,0
CS2266,0
CS2267,1
CS2268,0
CS2269,0
CS2270,0
CS2271,0
CS2272,0
CS2273,0
CS2274,0
CS2275,0
CS2276,1
CS2277,0
CS2278,0
CS2279,0
CS2280,0
CS2281,0
CS2282,0
CS2283,0
CS2284,0
CS2285,0
CS2286,1
CS2287,0
CS2288,1
CS2289,0
CS2290,0
CS2291,0
CS2292,1
CS2293,0
CS2294,0
CS2295,0
CS2296,0
CS2297,0
CS2298,1
CS2299,0
CS2300,0
CS2301,0
CS2302,0
CS2303,0
CS2304,0
CS2305,0
CS2306,0
CS2307,0
CS2308,0
CS2309,0
CS2310,0
CS2311,1
CS2312,0
CS2313,0
CS2314,0
CS2315,0
CS2316,0
CS2317,0
CS2318,1
CS2319,0
CS2320,0
CS2321,0
CS2322,0
CS2323,0
CS2324,0
CS2325,0
CS2326,0
CS2327,0
CS2328,0
CS2329,0
CS2330,0
CS2331,1
CS2332,0
CS2333,0
CS2334,0
CS2335,0
CS2336,0
CS2337,0
CS2338,0
CS2339,0
CS2340,0
CS2341,1
CS2342,0
CS2343,0
CS2344,0
CS2345,0
CS2346,0
CS2347,0
CS2348,0
CS2349,0
CS2350,1
CS2351,0
CS2352,1
CS2353,0
CS2354,0
CS2355,0
CS2356,0
CS2357,0
CS2358,0
CS2359,1
CS2360,0
CS2361,0
CS2362,1
CS2363,0
CS2364,0
CS2365,0
CS2366,0
CS2367,0
CS2368,0
CS2369,0
CS2370,0
CS2371,0
CS2372,0
CS2373,0
CS2374,1
CS2375,0
CS2376,0
CS2377,0
CS2378,0
CS2379,0
CS2380,0
CS2381,0
CS2382,0
CS2383,0
CS2384,0
CS2385,1
CS2386,1
CS2387,0
CS2388,0
CS2389,1
CS2390,0
CS2391,0
CS2392,0
CS2393,0
CS2394,0
CS2395,0
CS2396,0
CS2397,0
CS2398,0
CS2399,0
CS2400,0
CS2401,0
CS2402,0
CS2403,1
CS2404,1
CS2405,0
CS2406,0
CS2407,1
CS2408,0
CS2409,0
CS2410,0
CS2411,0
CS2412,0
CS2413,0
CS2414,1
CS2415,0
CS2416,0
CS2417,0
CS2418,0
CS2419,0
CS2420,0
CS2421,0
CS2422,0
CS2423,0
CS2424,0
CS2425,0
CS2426,0
CS2427,0
CS2428,0
CS2429,0
CS2430,0
CS2431,0
CS2432,0
CS2433,0
CS2434,1
CS2435,0
CS2436,0
CS2437,0
CS2438,1
CS2439,0
CS2440,0
CS2441,1
CS2442,0
CS2443,0
CS2444,0
CS2445,0
CS2446,0
CS2447,0
CS2448,0
CS2449,0
CS2450,0
CS2451,0
CS2452,0
CS2453,0
CS2454,0
CS2455,1
CS2456,0
CS2457,1
CS2458,0
CS2459,1
CS2460,0
CS2461,0
CS2462,0
CS2463,0
CS2464,0
CS2465,0
CS2466,0
CS2467,0
CS2468,0
CS2469,0
CS2470,0
CS2471,0
CS2472,0
CS2473,0
CS2474,0
CS2475,0
CS2476,0
CS2477,0
CS2478,0
CS2479,0
CS2480,0
CS2481,0
CS2482,0
CS2483,0
CS2484,0
CS2485,1
CS2486,0
CS2487,0
CS2488,0
CS2489,1
CS2490,0
CS2491,0
CS2492,0
CS2493,0
CS2494,0
CS2495,0
CS2496,0
CS2497,0
CS2498,0
CS2499,0
CS2500,0
CS2501,1
CS2502,0
CS2503,0
CS2504,0
CS2505,0
CS2506,0
CS2507,0
CS2508,0
CS2509,0
CS2510,1
CS2511,0
CS2512,0
CS2513,0
CS2514,0
CS2515,1
CS2516,0
CS2517,0
CS2518,0
CS2519,0
CS2520,0
CS2521,0
CS2522,0
CS2523,0
CS2524,0
CS2525,1
CS2526,0
CS2527,0
CS2528,0
CS2529,0
CS2530,0
CS2531,0
CS2532,0
CS2533,0
CS2534,0
CS2535,0
CS2536,0
CS2537,0
CS2538,0
CS2539,0
CS2540,0
CS2541,1
CS2542,0
CS2543,0
CS2544,0
CS2545,0
CS2546,0
CS2547,0
CS2548,1
CS2549,0
CS2550,0
CS2551,1
CS2552,0
CS2553,0
CS2554,0
CS2555,0
CS2556,1
CS2557,0
CS2558,1
CS2559,0
CS2560,0
CS2561,0
CS2562,0
CS2563,0
CS2564,0
CS2565,0
CS2566,0
CS2567,0
CS2568,0
CS2569,0
CS2570,0
CS2571,0
CS2572,0
CS2573,0
CS2574,0
CS2575,1
CS2576,0
CS2577,0
CS2578,1
CS2579,0
CS2580,0
CS2581,0
CS2582,0
CS2583,0
CS2584,0
CS2585,0
CS2586,0
CS2587,0
CS2588,1
CS2589,0
CS2590,0
CS2591,0
CS2592,0
CS2593,0
CS2594,0
CS2595,1
CS2596,0
CS2597,0
CS2598,0
CS2599,0
CS2600,0
CS2601,1
CS2602,0
CS2603,1
CS2604,0
CS2605,0
CS2606,0
CS2607,0
CS2608,0
CS2609,0
CS2610,0
CS2611,0
CS2612,0
CS2613,0
CS2614,0
CS2615,0
CS2616,0
CS2617,0
CS2618,0
CS2619,0
CS2620,0
CS2621,0
CS2622,0
CS2623,0
CS2624,1
CS2625,0
CS2626,0
CS2627,0
CS2628,1
CS2629,0
CS2630,0
CS2631,0
CS2632,0
CS2633,0
CS2634,0
CS2635,0
CS2636,0
CS2637,0
CS2638,0
CS2639,0
CS2640,0
CS2641,1
CS2642,0
CS2643,0
CS2644,0
CS2645,0
CS2646,0
CS2647,0
CS2648,0
CS2649,1
CS2650,0
CS2651,0
CS2652,1
CS2653,1
CS2654,0
CS2655,0
CS2656,0
CS2657,0
CS2658,0
CS2659,0
CS2660,0
CS2661,1
CS2662,0
CS2663,0
CS2664,0
CS2665,0
CS2666,0
CS2667,0
CS2668,0
CS2669,0
CS2670,0
CS2671,0
CS2672,0
CS2673,0
CS2674,0
CS2675,0
CS2676,0
CS2677,1
CS2678,0
CS2679,0
CS2680,0
CS2681,0
CS2682,1
CS2683,0
CS2684,1
CS2685,0
CS2686,0
CS2687,0
CS2688,0
CS2689,0
CS2690,0
CS2691,1
CS2692,0
CS2693,0
CS2694,0
CS2695,0
CS2696,0
CS2697,0
CS2698,0
CS2699,0
CS2700,1
CS2701,0
CS2702,0
CS2703,1
CS2704,0
CS2705,0
CS2706,1
CS2707,0
CS2708,1
CS2709,0
CS2710,0
CS2711,0
CS2712,0
CS2713,0
CS2714,0
CS2715,1
CS2716,0
CS2717,0
CS2718,0
CS2719,1
CS2720,0
CS2721,0
CS2722,0
CS2723,0
CS2724,0
CS2725,0
CS2726,0
CS2727,0
CS2728,0
CS2729,0
CS2730,0
CS2731,0
CS2732,0
CS2733,0
CS2734,0
CS2735,0
CS2736,0
CS2737,0
CS2738,0
CS2739,0
CS2740,0
CS2741,1
CS2742,0
CS2743,0
CS2744,0
CS2745,0
CS2746,0
CS2747,0
CS2748,1
CS2749,0
CS2750,0
CS2751,0
CS2752,0
CS2753,0
CS2754,0
CS2755,1
CS2756,0
CS2757,0
CS2758,0
CS2759,0
CS2760,0
CS2761,0
CS2762,0
CS2763,0
CS2764,0
CS2765,0
CS2766,0
CS2767,0
CS2768,0
CS2769,0
CS2770,0
CS2771,0
CS2772,0
CS2773,0
CS2774,0
CS2775,0
CS2776,0
CS2777,0
CS2778,1
CS2779,0
CS2780,0
CS2781,0
CS2782,1
CS2783,0
CS2784,0
CS2785,0
CS2786,0
CS2787,0
CS2788,0
CS2789,0
CS2790,0
CS2791,0
CS2792,0
CS2793,0
CS2794,0
CS2795,0
CS2796,0
CS2797,1
CS2798,0
CS2799,0
CS2800,0
CS2801,0
CS2802,0
CS2803,0
CS2804,0
CS2805,0
CS2806,0
CS2807,0
CS2808,1
CS2809,1
CS2810,0
CS2811,0
CS2812,0
CS2813,0
CS2814,0
CS2815,0
CS2816,0
CS2817,0
CS2818,0
CS2819,0
CS2820,0
CS2821,0
CS2822,0
CS2823,1
CS2824,1
CS2825,0
CS2826,0
CS2827,0
CS2828,0
CS2829,0
CS2830,0
